type,from,to,Work at home,Study at home,"Drive a private car, truck or van","Drive a company car, truck or van","Passenger in a car, truck, van or company bus",Public bus,School bus,Train,Bicycle,Walk or jog,Ferry,Other,Total
Work,138900,138900,138,0,30,9,0,0,0,0,0,15,0,0,198
Work,139000,139000,192,0,21,0,0,0,0,0,0,27,0,0,246
Work,139100,139100,54,0,0,0,0,0,0,0,0,0,0,0,63
Work,139200,139200,225,0,12,9,0,0,0,0,0,6,0,0,258
Work,139300,139300,186,0,15,6,0,0,0,0,0,12,0,0,222
Work,139400,139400,216,0,9,0,0,0,0,0,0,0,0,0,234
Work,139500,139500,90,0,9,0,0,0,0,0,0,0,0,0,111
Work,139600,139600,93,0,6,6,0,0,0,0,0,9,0,0,126
Work,139700,139700,159,0,21,6,0,6,0,0,0,15,0,0,210
Work,139800,139800,147,0,21,6,0,0,0,0,0,6,0,0,186
Work,139900,139900,222,0,12,9,0,0,0,0,0,12,0,0,255
Work,140000,140000,285,0,18,0,0,0,0,0,0,15,0,0,324
Work,140100,140100,189,0,24,6,0,0,0,0,0,6,0,0,231
Work,140200,140200,189,0,21,0,0,0,0,0,0,6,0,0,225
Work,140300,140300,186,0,27,6,0,0,0,0,0,66,0,0,291
Work,140400,140400,87,0,15,0,0,0,0,0,0,9,0,0,117
Work,140500,140500,252,0,15,0,0,0,0,0,0,12,0,0,279
Work,140600,140600,84,0,0,0,0,0,0,0,0,0,0,0,90
Work,140700,140700,51,0,9,0,0,0,0,0,0,0,0,0,66
Work,140800,140800,243,0,12,0,0,0,0,0,0,6,0,0,267
Work,140900,140900,204,0,33,9,0,0,0,0,0,12,0,0,258
Work,141000,141000,219,0,33,6,0,0,0,0,0,33,0,0,294
Work,141100,141100,339,0,30,6,0,0,0,0,0,21,0,0,396
Work,141200,141200,69,0,9,0,0,0,0,0,0,9,0,0,93
Work,141300,141300,147,0,6,6,0,0,0,0,0,0,0,0,165
Work,141500,141500,138,0,9,0,0,0,0,0,0,24,0,0,186
Work,141600,141600,210,0,9,0,0,0,0,0,0,0,0,0,228
Work,141700,141700,141,0,0,0,0,0,0,0,0,0,0,0,144
Work,141800,141800,357,0,21,6,0,0,0,0,0,24,0,0,414
Work,141900,141900,159,0,6,0,0,0,0,0,0,0,0,0,171
Work,142000,142000,123,0,24,0,0,0,0,0,0,24,0,0,177
Work,142100,142100,99,0,18,0,0,0,0,0,0,0,0,0,129
Work,142200,142200,219,0,33,9,0,0,0,0,0,33,0,0,300
Work,142300,142300,84,0,6,9,0,0,0,0,0,0,0,0,105
Work,142400,142400,216,0,6,0,0,0,0,0,0,6,0,0,240
Work,142500,142500,108,0,6,0,0,0,0,0,0,0,0,0,123
Work,142600,142600,120,0,6,0,0,0,0,0,0,9,0,0,141
Work,142700,142700,279,0,12,0,0,0,0,0,0,0,0,0,300
Work,142800,142800,222,0,9,9,0,0,0,0,0,9,0,0,246
Work,142900,142900,75,0,0,0,0,0,0,0,0,0,0,0,87
Work,143000,143000,321,0,42,6,0,0,0,0,0,24,0,0,396
Work,143100,143100,225,0,18,6,0,0,0,0,0,0,0,0,255
Work,143200,143200,150,0,6,0,0,0,0,0,0,0,0,0,156
Work,143300,143300,165,0,24,6,0,0,0,0,0,12,0,0,213
Work,143400,143400,93,0,21,0,0,0,0,0,0,30,0,0,150
Work,143500,143500,240,0,24,0,0,0,0,0,0,0,0,0,276
Work,143600,143600,132,0,0,6,0,0,0,0,0,0,0,0,141
Work,143700,143700,183,0,15,6,0,0,0,0,0,12,0,0,219
Work,143800,143800,174,0,9,0,0,0,0,0,0,0,0,0,186
Work,143900,143900,132,0,0,0,0,0,0,0,0,0,0,0,147
Work,144000,144000,333,0,21,12,0,0,0,0,0,6,0,0,375
Work,144100,144100,177,0,12,0,0,0,0,0,0,6,0,0,198
Work,144200,144200,9,0,0,0,0,0,0,0,0,0,0,0,21
Work,144300,144300,153,0,0,0,0,0,0,0,0,0,0,0,162
Work,144400,144400,132,0,9,6,0,0,0,0,0,6,0,0,156
Work,144500,144500,108,0,9,0,0,0,0,0,0,0,0,0,123
Work,144600,144600,171,0,69,12,9,0,0,0,6,39,0,0,312
Work,144700,144700,111,0,15,0,0,0,0,0,0,6,0,0,141
Work,144800,144800,114,0,6,0,0,0,0,0,0,9,0,0,138
Work,144900,144900,126,0,0,0,0,0,0,0,0,0,0,0,135
Work,145000,145000,105,0,15,0,0,0,0,0,0,39,0,0,162
Work,145100,145100,249,0,51,9,0,0,0,0,0,30,0,0,342
Work,145200,145200,87,0,9,0,0,0,0,0,0,0,0,0,108
Work,145300,145300,96,0,27,9,0,0,0,0,0,21,0,0,156
Work,145400,145400,18,0,12,0,0,0,0,0,0,9,0,0,42
Work,145500,145500,48,0,18,6,0,0,0,0,0,9,0,0,93
Work,145600,145600,105,0,0,0,0,0,0,0,0,9,0,0,129
Work,145700,145700,111,0,0,0,0,0,0,0,0,0,0,0,117
Work,145800,145800,102,0,18,0,0,0,0,0,0,9,0,0,135
Work,145900,145900,36,0,33,6,0,0,0,0,0,12,0,0,102
Work,146000,146000,81,0,0,6,0,0,0,0,0,0,0,0,93
Work,146100,146100,144,0,12,12,0,0,0,0,0,12,0,0,177
Work,146200,146200,126,0,12,6,0,0,0,0,0,6,0,0,150
Work,146300,146300,81,0,9,6,0,0,0,0,0,6,0,0,105
Work,146400,146400,171,0,18,6,0,0,0,0,0,6,0,0,204
Work,146500,146500,72,0,6,0,0,0,0,0,0,0,0,0,84
Work,146600,146600,96,0,0,9,0,0,0,0,0,0,0,0,114
Work,146700,146700,9,0,0,0,0,0,0,0,0,0,0,0,15
Work,146800,146800,111,0,30,9,0,0,0,0,0,9,0,0,162
Work,146900,146900,108,0,9,0,0,0,0,0,0,9,0,0,135
Work,147000,147000,84,0,24,0,0,0,0,0,0,9,0,0,120
Work,147100,147100,96,0,6,0,0,0,0,0,0,6,0,0,117
Work,147200,147200,156,0,21,12,0,0,0,0,0,15,0,0,207
Work,147500,147500,96,0,18,6,0,0,0,0,0,0,0,0,126
Work,147600,147600,192,0,36,9,9,0,0,0,0,18,6,0,270
Work,147700,147700,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,147800,147800,153,0,15,9,0,0,0,0,0,0,0,0,183
Work,147900,147900,39,0,45,9,0,0,0,0,0,0,0,0,105
Work,148000,148000,123,0,12,0,0,0,0,0,0,0,0,0,144
Work,148100,148100,183,0,24,9,0,0,0,0,0,27,0,0,246
Work,148200,148200,72,0,18,0,0,0,0,0,0,9,0,0,105
Work,148300,148300,105,0,6,0,0,0,0,0,0,0,0,0,123
Work,148400,148400,135,0,12,6,0,0,0,0,0,6,0,0,159
Work,148500,148500,36,0,0,0,0,0,0,0,0,0,0,0,42
Work,148600,148600,45,0,0,0,0,0,0,0,0,0,0,0,57
Work,148700,148700,141,0,111,33,0,0,0,0,0,45,0,9,354
Work,148800,148800,84,0,12,0,0,0,0,0,0,0,0,0,105
Work,148900,148900,66,0,9,0,0,0,0,0,0,12,0,0,90
Work,149000,149000,138,0,9,9,0,0,0,0,0,15,0,0,168
Work,149100,149100,75,0,0,0,0,0,0,0,0,0,0,0,87
Work,149200,149200,105,0,9,6,0,0,0,0,0,0,0,0,123
Work,149300,149300,99,0,12,6,0,0,0,0,0,0,0,0,123
Work,149400,149400,81,0,12,0,0,0,0,0,0,0,0,0,99
Work,149500,149500,51,0,6,0,0,0,0,0,0,0,0,0,63
Work,149700,149700,180,0,18,12,0,0,0,0,0,0,0,0,210
Work,149800,149800,108,0,24,0,0,0,0,0,0,12,0,0,150
Work,149900,149900,366,0,48,15,6,0,0,0,0,9,0,0,450
Work,150000,150000,66,0,9,0,0,0,0,0,0,0,0,0,78
Work,150100,150100,45,0,21,6,0,0,0,0,0,15,0,0,96
Work,150200,150200,48,0,30,0,0,0,0,0,0,9,0,0,96
Work,150300,150300,72,0,9,0,0,0,0,0,0,0,0,0,93
Work,150400,150400,198,0,15,9,0,0,0,0,0,0,0,0,228
Work,150500,150500,96,0,15,9,0,0,0,0,0,0,0,0,126
Work,150600,150600,279,0,30,18,0,0,0,0,0,12,0,0,342
Work,150700,150700,99,0,33,15,0,0,0,0,0,0,0,0,162
Work,150800,150800,51,0,12,0,0,0,0,0,0,0,0,0,69
Work,150900,150900,60,0,6,0,0,0,0,0,0,0,0,0,72
Work,151000,151000,69,0,12,9,0,0,0,0,0,0,0,0,90
Work,151100,151100,123,0,42,12,0,0,0,0,0,6,0,0,198
Work,151200,151200,57,0,6,0,0,0,0,0,0,6,0,0,72
Work,151300,151300,162,0,60,6,0,0,0,0,0,21,0,0,258
Work,151400,151400,102,0,18,0,0,0,0,0,0,24,0,0,156
Work,151500,151500,111,0,12,12,0,0,0,0,0,0,0,0,132
Work,151600,151600,72,0,6,0,0,0,0,0,0,0,0,0,81
Work,151700,151700,141,0,15,12,0,0,0,0,0,6,0,0,186
Work,151800,151800,63,0,9,0,0,0,0,0,0,0,0,0,78
Work,151900,151900,57,0,0,0,0,0,0,0,0,12,0,0,81
Work,152000,152000,147,0,18,0,0,0,0,0,0,6,0,0,177
Work,152100,152100,69,0,12,0,0,0,0,0,0,0,0,0,90
Work,152200,152200,114,0,12,6,0,0,0,0,0,0,0,0,138
Work,152300,152300,27,0,33,6,0,0,0,0,0,9,0,0,78
Work,152400,152400,168,0,45,21,0,0,0,0,0,27,0,0,264
Work,152500,152500,57,0,9,0,0,0,0,0,0,0,0,0,69
Work,152600,152600,27,0,0,0,0,0,0,0,0,0,0,0,30
Work,152800,152800,111,0,24,0,0,0,0,0,0,0,0,0,147
Work,152900,152900,120,0,6,0,0,0,0,0,0,0,0,0,126
Work,153000,153000,39,0,12,0,0,0,0,0,0,0,0,0,54
Work,153100,153100,114,0,15,9,0,0,0,0,0,0,0,0,144
Work,153200,153200,30,0,0,0,0,0,0,0,0,0,0,0,36
Work,153300,153300,96,0,12,6,0,0,0,0,0,12,0,0,126
Work,153400,153400,276,0,33,15,0,0,0,0,0,9,0,0,336
Work,153500,153500,42,0,12,0,0,0,0,0,0,0,0,0,63
Work,153600,153600,33,0,12,6,0,0,0,0,0,0,0,0,51
Work,153700,153700,120,0,9,0,0,0,0,0,0,0,0,0,135
Work,153800,153800,201,0,39,15,0,0,0,0,0,9,0,0,267
Work,153900,153900,99,0,6,0,0,0,0,0,0,0,0,0,111
Work,154000,154000,117,0,15,0,0,0,0,0,0,0,0,0,144
Work,154100,154100,93,0,15,15,0,0,0,0,0,0,0,0,135
Work,154200,154200,90,0,15,6,0,0,0,0,0,0,0,0,111
Work,154300,154300,195,0,15,12,0,0,0,0,0,0,0,0,228
Work,154400,154400,33,0,18,0,0,0,0,0,0,6,0,0,66
Work,154500,154500,93,0,0,0,0,0,0,0,0,0,0,0,102
Work,154700,154700,126,0,0,0,0,0,0,0,0,0,0,0,138
Work,154800,154800,120,0,15,9,0,0,0,0,0,0,0,0,150
Work,154900,154900,135,0,81,6,0,0,0,0,0,18,0,0,258
Work,155000,155000,195,0,42,9,0,0,0,0,6,27,0,0,285
Work,155100,155100,75,0,0,0,0,0,0,0,0,0,0,0,84
Work,155200,155200,102,0,9,9,0,0,0,0,0,0,0,0,123
Work,155300,155300,96,0,9,0,0,0,0,0,0,0,0,0,108
Work,155400,155400,135,0,6,0,0,0,0,0,0,0,0,0,147
Work,155500,155500,30,0,30,0,0,0,0,0,0,18,0,0,87
Work,155600,155600,99,0,15,6,6,0,0,0,0,0,0,0,129
Work,155700,155700,54,0,0,0,0,0,0,0,0,0,0,0,60
Work,155800,155800,48,0,0,0,0,0,0,0,0,0,0,0,54
Work,155900,155900,48,0,12,6,0,0,0,0,0,6,0,0,75
Work,156000,156000,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,156100,156100,87,0,15,6,0,0,0,0,0,0,0,0,108
Work,156200,156200,90,0,15,6,0,0,0,0,0,0,0,0,117
Work,156300,156300,165,0,9,0,0,0,0,0,0,0,0,0,180
Work,156400,156400,165,0,36,12,0,0,0,0,6,15,0,0,240
Work,156500,156500,81,0,24,6,0,0,0,0,0,0,0,0,114
Work,156600,156600,120,0,9,6,0,0,0,0,0,6,0,0,138
Work,156700,156700,63,0,9,0,0,0,0,0,0,0,0,0,75
Work,156800,156800,24,0,0,0,0,0,0,0,0,0,0,0,30
Work,156900,156900,141,0,21,0,0,0,0,0,0,0,0,0,171
Work,157000,157000,81,0,12,0,0,0,0,0,0,0,0,0,105
Work,157100,157100,342,0,42,24,0,0,0,0,0,0,0,0,414
Work,157200,157200,39,0,0,0,0,0,0,0,0,0,0,0,45
Work,157300,157300,72,0,9,0,0,0,0,0,0,0,0,0,87
Work,157400,157400,168,0,27,9,0,0,0,0,0,6,0,0,216
Work,157500,157500,69,0,24,0,0,0,0,0,0,9,0,0,111
Work,157600,157600,39,0,36,6,0,0,0,0,0,18,0,0,102
Work,157700,157700,78,0,9,0,0,0,0,0,0,0,0,0,90
Work,157800,157800,141,0,15,6,0,0,0,0,0,0,0,0,165
Work,157900,157900,90,0,15,6,0,0,0,0,0,0,0,0,117
Work,158000,158000,60,0,12,0,0,0,0,0,0,0,0,0,81
Work,158100,158100,183,0,36,18,0,0,0,0,0,9,0,0,249
Work,158200,158200,93,0,15,0,0,0,0,0,0,0,0,0,120
Work,158300,158300,114,0,9,0,0,0,0,0,0,0,0,0,129
Work,158400,158400,54,0,24,0,0,0,0,0,0,0,0,0,84
Work,158500,158500,171,0,36,15,0,0,0,0,0,0,0,0,225
Work,158600,158600,45,0,0,0,0,0,0,0,0,0,0,0,54
Work,158700,158700,63,0,6,0,0,0,0,0,0,0,0,0,72
Work,158800,158800,66,0,0,0,0,0,0,0,0,0,0,0,75
Work,158900,158900,102,0,0,0,0,0,0,0,0,0,0,0,105
Work,159000,159000,72,0,9,0,0,0,0,0,0,0,0,0,87
Work,159100,159100,60,0,6,0,0,0,0,0,0,0,0,0,81
Work,159200,159200,69,0,12,0,0,0,0,0,0,0,0,0,87
Work,159300,159300,213,0,24,15,0,0,0,0,0,15,0,0,267
Work,159400,159400,102,0,12,6,0,0,0,0,0,6,0,0,129
Work,159500,159500,60,0,0,0,0,0,0,0,0,0,0,0,60
Work,159600,159600,75,0,9,0,0,0,0,0,0,0,0,0,87
Work,159700,159700,30,0,9,0,0,0,0,0,0,0,0,0,48
Work,159800,159800,207,0,33,12,0,0,0,0,0,0,0,0,258
Work,159900,159900,48,0,18,0,0,0,0,0,0,0,0,0,72
Work,160000,160000,72,0,0,0,0,0,0,0,0,6,0,0,81
Work,160100,160100,75,0,27,0,0,0,0,0,0,12,0,0,123
Work,160200,160200,93,0,18,6,0,0,0,0,0,0,0,0,120
Work,160300,160300,102,0,21,9,0,0,0,0,0,6,0,0,138
Work,160400,160400,153,0,18,15,0,0,0,0,0,0,0,0,183
Work,160500,160500,63,0,0,0,0,0,0,0,0,6,0,0,75
Work,160600,160600,72,0,12,0,0,0,0,0,0,0,0,0,90
Work,160700,160700,87,0,9,12,0,0,0,0,0,6,0,0,120
Work,160800,160800,51,0,12,0,0,0,0,0,0,0,0,0,72
Work,160900,160900,63,0,12,0,0,0,0,0,0,0,0,0,90
Work,161000,161000,57,0,21,0,0,0,0,0,0,0,0,0,84
Work,161100,161100,144,0,27,6,0,0,0,0,0,9,0,0,186
Work,161200,161200,42,0,0,0,0,0,0,0,0,0,0,0,48
Work,161300,161300,54,0,0,9,0,0,0,0,0,0,0,0,66
Work,161400,161400,345,0,63,27,0,0,0,0,0,12,0,0,456
Work,161500,161500,78,0,9,0,0,0,0,0,0,0,0,0,87
Work,161600,161600,72,0,12,0,0,0,0,0,0,0,0,0,87
Work,161700,161700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,161800,161800,138,0,6,6,0,0,0,0,0,9,0,0,162
Work,161900,161900,60,0,0,0,0,0,0,0,0,0,0,0,75
Work,162000,162000,54,0,9,0,0,0,0,0,0,12,0,0,75
Work,162100,162100,138,0,6,6,0,0,0,0,0,0,0,0,153
Work,162200,162200,39,0,27,0,0,0,0,0,0,6,0,0,75
Work,162300,162300,153,0,24,6,0,0,0,0,0,6,0,0,192
Work,162400,162400,237,0,105,9,0,0,0,0,0,0,0,6,369
Work,162500,162500,144,0,24,0,0,0,0,0,0,0,0,0,174
Work,162600,162600,36,0,0,0,0,0,0,0,0,0,0,0,45
Work,162700,162700,207,0,45,15,0,0,0,0,0,6,0,0,285
Work,162800,162800,57,0,0,0,0,0,0,0,0,0,0,0,66
Work,162900,162900,174,0,36,9,9,0,0,0,0,9,0,0,240
Work,163000,163000,108,0,12,9,0,0,0,0,0,0,0,0,132
Work,163100,163100,120,0,24,6,0,0,0,0,0,6,0,0,159
Work,163200,163200,99,0,48,18,6,0,0,0,0,27,0,0,198
Work,163300,163300,75,0,0,0,0,0,0,0,0,0,0,0,87
Work,163400,163400,102,0,0,0,0,0,0,0,0,0,0,0,111
Work,163500,163500,63,0,9,0,0,0,0,0,0,6,0,0,84
Work,163600,163600,63,0,6,0,0,0,0,0,0,0,0,0,75
Work,163700,163700,114,0,33,0,0,0,0,0,0,12,0,0,168
Work,163800,163800,177,0,51,15,0,0,0,0,0,21,0,0,273
Work,163900,163900,99,0,6,0,0,0,0,0,0,0,0,0,108
Work,164000,164000,102,0,9,6,0,0,0,0,0,0,0,0,126
Work,164100,164100,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,164200,164200,81,0,6,9,0,0,0,0,0,0,0,0,93
Work,164300,164300,72,0,42,12,0,0,0,0,0,9,0,0,141
Work,164400,164400,66,0,39,6,0,0,0,0,0,18,0,0,126
Work,164500,164500,84,0,54,12,0,0,0,0,0,9,0,0,165
Work,164600,164600,249,0,33,30,6,0,0,0,0,0,0,0,324
Work,164700,164700,60,0,45,0,0,0,0,0,0,12,0,0,123
Work,164800,164800,63,0,6,0,0,0,0,0,0,0,0,0,81
Work,164900,164900,66,0,0,6,0,0,0,0,0,0,0,0,75
Work,165000,165000,204,0,39,27,0,0,0,0,0,21,0,0,294
Work,165100,165100,213,0,15,12,0,0,0,0,0,27,0,0,276
Work,165200,165200,144,0,18,12,0,0,0,0,0,0,0,0,180
Work,165300,165300,165,0,57,21,6,0,0,0,0,27,0,0,273
Work,165400,165400,120,0,12,6,0,0,0,0,0,0,0,0,144
Work,165500,165500,132,0,15,9,0,0,0,0,0,6,0,0,162
Work,165600,165600,78,0,0,0,0,0,0,0,0,0,0,0,81
Work,165700,165700,66,0,18,0,0,0,0,0,0,6,0,0,99
Work,165800,165800,102,0,18,15,0,0,0,0,0,6,0,0,138
Work,165900,165900,96,0,9,9,0,0,0,0,0,6,0,0,120
Work,166000,166000,18,0,18,0,0,0,0,0,0,15,0,0,54
Work,166100,166100,66,0,0,0,0,0,0,0,0,0,0,0,75
Work,166200,166200,66,0,24,9,0,0,0,0,0,6,0,0,108
Work,166300,166300,225,0,30,15,6,0,0,0,0,0,0,0,282
Work,166400,166400,231,0,24,12,0,0,0,0,0,0,0,0,276
Work,166500,166500,207,0,75,18,9,0,0,0,0,18,0,0,333
Work,166600,166600,6,0,0,0,0,0,0,0,0,0,0,0,9
Work,166700,166700,153,0,192,33,18,0,0,0,9,60,0,0,465
Work,166900,166900,201,0,66,24,12,0,0,0,0,18,0,0,321
Work,167000,167000,171,0,24,21,0,0,0,0,0,0,0,0,219
Work,167100,167100,318,0,522,96,54,0,0,0,42,129,0,12,1173
Work,167200,167200,129,0,24,15,0,0,0,0,0,9,0,0,177
Work,167300,167300,48,0,9,0,0,0,0,0,0,9,0,0,78
Work,167400,167400,282,0,99,18,6,0,0,0,0,18,0,0,429
Work,167500,167500,84,0,0,0,0,0,0,0,0,0,0,0,87
Work,167600,167600,96,0,39,6,0,0,0,0,0,21,0,0,168
Work,167700,167700,33,0,63,9,0,0,0,0,0,39,0,0,159
Work,167800,167800,120,0,36,15,0,0,0,0,0,12,0,0,183
Work,167900,167900,63,0,0,0,0,0,0,0,0,0,0,0,75
Work,168000,168000,60,0,21,21,0,0,0,0,0,6,0,0,114
Work,168100,168100,135,0,129,24,9,0,0,0,6,45,0,0,348
Work,168200,168200,108,0,78,12,0,0,0,0,0,12,0,0,219
Work,168300,168300,162,0,18,9,0,0,0,0,0,12,0,6,210
Work,168400,168400,54,0,9,9,0,0,0,0,0,0,0,0,78
Work,168500,168500,273,0,495,123,30,0,0,0,33,99,0,9,1065
Work,168600,168600,93,0,30,6,0,0,0,0,0,0,0,0,144
Work,168700,168700,231,0,24,12,0,0,0,0,0,15,0,21,309
Work,168800,168800,183,0,24,12,0,0,0,0,0,6,0,6,234
Work,168900,168900,63,0,66,21,0,0,0,0,0,33,0,0,195
Work,169000,169000,255,0,36,21,0,0,0,0,0,15,0,24,354
Work,169100,169100,321,0,33,18,0,0,0,0,0,6,0,12,393
Work,169200,169200,159,0,345,63,21,0,0,0,18,72,0,0,675
Work,169300,169300,369,0,51,15,0,0,0,0,0,9,0,9,459
Work,169400,169400,78,0,63,12,0,0,0,0,0,18,0,0,174
Work,169500,169500,60,0,12,0,0,0,0,0,0,0,0,0,75
Work,169600,169600,96,0,138,21,0,0,0,0,6,30,0,0,297
Work,169700,169700,372,0,51,36,6,0,0,0,0,6,0,9,480
Work,169800,169800,168,0,39,15,0,0,0,0,0,18,0,9,246
Work,169900,169900,192,0,21,12,0,0,0,0,0,18,0,0,246
Work,170000,170000,150,0,57,18,0,0,0,0,0,12,0,0,243
Work,170100,170100,183,0,33,6,0,0,0,0,0,6,0,0,234
Work,170200,170200,159,0,27,18,0,0,0,0,0,6,0,0,213
Work,170300,170300,51,0,18,0,0,0,0,0,0,9,0,0,84
Work,170400,170400,72,0,21,0,0,0,0,0,0,0,0,0,105
Work,170500,170500,123,0,30,0,0,0,0,0,0,0,0,0,168
Work,170600,170600,171,0,27,18,0,0,0,0,0,0,0,0,222
Work,170700,170700,180,0,30,15,0,0,0,0,0,6,0,0,243
Work,170800,170800,189,0,36,18,6,0,0,0,0,15,0,6,273
Work,170900,170900,399,0,54,12,0,0,0,0,0,6,0,12,483
Work,171100,171100,57,0,63,12,0,0,0,0,0,36,0,0,171
Work,171200,171200,282,0,72,30,6,0,0,0,0,0,0,24,420
Work,171300,171300,198,0,21,0,0,0,0,0,0,0,0,15,246
Work,171400,171400,36,0,60,15,9,0,0,0,0,21,0,0,144
Work,171500,171500,141,0,306,42,30,0,0,0,0,33,0,0,555
Work,171600,171600,279,0,243,36,21,0,0,0,27,81,0,0,687
Work,171700,171700,429,0,51,6,0,0,0,0,0,18,0,48,555
Work,171800,171800,405,0,57,21,0,0,0,0,0,6,0,9,507
Work,171900,171900,147,0,21,18,0,0,0,0,0,6,0,9,204
Work,172000,172000,63,0,24,0,9,0,0,0,0,0,0,0,102
Work,172100,172100,87,0,60,9,0,0,0,0,0,27,0,0,195
Work,172200,172200,51,0,12,6,0,0,0,0,0,12,0,0,87
Work,172300,172300,225,0,30,12,0,0,0,0,0,18,0,21,312
Work,172400,172400,219,0,33,15,0,0,0,0,0,6,0,0,273
Work,172500,172500,54,0,0,0,0,0,0,0,0,0,0,0,69
Work,172600,172600,18,0,9,0,0,0,0,0,0,6,0,0,36
Work,172700,172700,66,0,0,6,0,0,0,0,0,6,0,0,87
Work,172800,172800,213,0,33,9,0,0,0,0,0,0,0,0,270
Work,172900,172900,96,0,6,0,0,0,0,0,0,0,0,0,111
Work,173000,173000,168,0,30,12,0,0,0,0,0,9,0,6,231
Work,173100,173100,276,0,30,12,0,0,0,0,0,15,0,24,360
Work,173200,173200,375,0,33,21,0,0,0,0,0,9,0,0,438
Work,173300,173300,243,0,30,12,0,0,0,0,0,12,0,9,306
Work,173400,173400,273,0,24,12,0,0,0,0,0,0,0,0,315
Work,173500,173500,321,0,30,12,0,0,0,0,0,15,0,15,396
Work,173600,173600,336,0,21,6,0,0,0,0,0,18,0,21,402
Work,173700,173700,327,0,24,15,0,0,0,0,0,9,0,30,414
Work,173800,173800,315,0,27,18,0,0,0,0,0,9,0,24,399
Work,173900,173900,192,0,138,36,6,0,0,0,0,15,0,0,387
Work,174000,174000,111,0,234,30,0,0,0,0,9,33,0,0,423
Work,174100,174100,105,0,141,24,9,0,0,0,12,42,0,0,333
Work,174200,174200,84,0,51,9,0,0,0,0,0,12,0,0,162
Work,174300,174300,201,0,33,9,0,0,0,0,0,9,0,21,273
Work,174400,174400,210,0,24,6,0,0,0,0,0,6,0,33,288
Work,174500,174500,330,0,24,9,0,0,0,0,0,12,0,33,411
Work,174600,174600,219,0,42,12,0,0,0,0,0,6,0,9,297
Work,174700,174700,204,0,21,12,0,0,0,0,0,24,0,15,276
Work,174800,174800,297,0,54,15,0,0,0,0,0,15,0,18,402
Work,174900,174900,120,0,171,48,15,0,0,0,9,54,0,0,414
Work,175000,175000,213,0,309,90,18,0,0,0,15,75,0,0,723
Work,175100,175100,180,0,21,0,0,0,0,0,0,12,0,21,240
Work,175200,175200,21,0,9,0,0,0,0,0,0,0,0,0,36
Work,175300,175300,168,0,9,0,0,0,0,0,0,0,0,0,189
Work,175400,175400,48,0,0,0,0,0,0,0,0,0,0,0,51
Work,175500,175500,192,0,15,6,0,0,0,0,0,0,0,0,213
Work,175600,175600,54,0,0,0,0,0,0,0,0,0,0,0,57
Work,175700,175700,93,0,0,6,0,0,0,0,0,6,0,0,111
Work,175800,175800,207,0,24,6,0,0,0,0,0,0,0,0,243
Work,175900,175900,198,0,42,12,0,0,0,0,0,0,0,0,264
Work,176000,176000,138,0,9,6,0,0,0,0,0,0,0,0,156
Work,176100,176100,180,0,15,9,0,0,0,0,0,0,0,0,207
Work,176200,176200,234,0,45,9,0,0,0,0,0,9,0,0,303
Work,176300,176300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,176400,176400,96,0,6,0,0,0,0,0,0,0,0,0,108
Work,176500,176500,126,0,0,9,0,0,0,0,0,0,0,0,144
Work,176600,176600,141,0,15,6,0,0,0,0,0,0,0,0,168
Work,176700,176700,81,0,9,6,0,0,0,0,0,0,0,0,96
Work,176800,176800,81,0,0,0,0,0,0,0,0,6,0,0,96
Work,176900,176900,159,0,0,9,0,0,0,0,0,0,0,0,174
Work,177000,177000,135,0,9,15,0,0,0,0,0,0,0,0,159
Work,177100,177100,141,0,0,9,0,0,0,0,0,0,0,0,153
Work,177200,177200,114,0,15,0,0,0,0,0,0,0,0,0,138
Work,177300,177300,72,0,12,0,0,0,0,0,0,15,0,0,105
Work,177400,177400,84,0,6,9,0,0,0,0,0,0,0,0,105
Work,177500,177500,84,0,0,0,0,0,0,0,0,0,0,0,93
Work,177600,177600,114,0,12,12,0,0,0,0,0,0,0,0,144
Work,177700,177700,216,0,18,15,0,0,0,0,0,15,0,0,264
Work,177800,177800,102,0,12,9,0,0,0,0,0,18,0,0,144
Work,177900,177900,150,0,18,9,0,0,0,0,0,6,0,0,189
Work,178000,178000,132,0,18,15,0,0,0,0,0,12,0,0,180
Work,178100,178100,162,0,33,9,0,0,0,0,0,9,0,0,216
Work,178200,178200,129,0,15,0,0,0,0,0,0,15,0,0,168
Work,178300,178300,129,0,6,0,0,0,0,0,0,12,0,0,150
Work,178400,178400,54,0,9,0,0,0,0,0,0,9,0,0,72
Work,178500,178500,141,0,12,6,0,0,0,0,0,0,0,0,159
Work,178600,178600,42,0,18,0,6,0,0,0,0,0,0,0,78
Work,178700,178700,66,0,0,0,0,0,0,0,0,0,0,0,72
Work,178800,178800,129,0,12,0,0,0,0,0,0,12,0,0,162
Work,178900,178900,42,0,27,12,0,0,0,0,0,15,0,0,99
Work,179000,179000,15,0,9,0,0,0,0,0,0,9,0,0,33
Work,179100,179100,72,0,0,0,0,0,0,0,0,0,0,0,87
Work,179200,179200,57,0,15,0,0,0,0,0,0,0,0,0,81
Work,179300,179300,129,0,18,0,0,0,0,0,0,18,0,0,168
